Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Turkey, Light And Dark Meat, Roasted, Skin Not Eaten",lean_proteins,151.0,27.99,0.0,3.76,0.0,0.0,464.0,5,4,6,0,9,6,"post_workout, lunch, dinner, snack",100-150g,13.5,10.0,0.19,"Turkey, duck, other poultry",lean_proteins,74.15,0.0,22.41,1.11,94.0,15
"Cheese, Cheddar, Nonfat Or Fat-Free",lean_proteins,157.0,32.14,7.14,0.0,0.0,0.0,1000.0,5,4,6,0,9,6,"post_workout, lunch, dinner, snack",100-150g,13.5,10.0,0.2,Cheese,dairy_proteins,81.89,18.19,0.0,0.0,18.0,15
"Beef, Dried, Chipped, Uncooked",lean_proteins,153.0,31.1,2.76,1.94,0.0,2.7,2790.0,5,4,6,0,9,6,"post_workout, lunch, dinner, snack",100-150g,13.5,10.0,0.2,Cold cuts and cured meats,other,81.31,7.22,11.41,0.95,79.0,15
"Turkey, Light Or Dark Meat, Stewed, Skin Not Eaten",lean_proteins,158.0,31.18,0.19,2.66,0.0,0.1,610.0,5,4,6,0,9,6,"post_workout, lunch, dinner, snack",100-150g,13.5,10.0,0.2,"Turkey, duck, other poultry",lean_proteins,78.94,0.48,15.15,0.63,92.0,15
"Chicken Breast, Grilled With Sauce, Skin Not Eaten",lean_proteins,178.0,24.33,7.34,4.93,0.2,5.98,473.0,5,4,6,0,9,6,"post_workout, lunch, dinner, snack",100-150g,13.5,10.0,0.14,"Chicken, whole pieces",lean_proteins,54.67,16.49,24.93,0.88,78.0,15
"Egg White Omelet, Scrambled, Or Fried, As To Fat",lean_proteins,100.0,9.99,2.21,5.72,0.0,0.67,282.0,5,5,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,13.497,9.99,0.1,Eggs and omelets,other,39.96,8.84,51.48,1.5,5.0,18
"Egg White Omelet, Scrambled, Or Fried, As To Fat Type",lean_proteins,100.0,9.99,2.21,5.72,0.0,0.67,282.0,5,5,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,13.497,9.99,0.1,Eggs and omelets,other,39.96,8.84,51.48,1.5,5.0,18
"Cereal Or Granola Bar, Peanuts , Oats, Sugar, Wheat Germ",complex_carbs,471.0,10.1,64.4,19.8,5.3,28.57,294.0,5,9,6,9,4,2,"breakfast, lunch, dinner",80-120g,13.481,3.27,0.02,Cereal bars,quick_carbs,8.58,54.69,37.83,2.37,0.0,20
"Cheeseburger, On Wheat Bun, 1 Small Patty",dairy_proteins,292.0,18.22,17.84,16.07,2.0,2.38,439.0,2,8,8,4,8,2,"breakfast, post_workout, lunch, dinner",150-200ml,13.476,6.92,0.06,Burgers,other,24.96,24.44,49.53,6.89,53.0,18
"Egg Omelet Or Scrambled Egg, With Cheese, Made With Cooking Spray",healthy_fats,176.0,13.29,1.65,12.91,0.0,0.53,341.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.465,7.55,0.08,Eggs and omelets,other,30.2,3.75,66.02,4.9,365.0,19
"Burrito, Chicken, With Beans, Cheese",dairy_proteins,203.0,11.45,23.87,6.71,2.5,1.68,487.0,5,7,9,5,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.461,6.87,0.06,Burritos and tacos,other,22.56,47.03,29.75,2.62,29.0,21
"Stewed Salmon, Puerto Rican Style",lean_proteins,146.0,12.02,8.47,7.02,1.3,1.27,448.0,6,4,7,0,4,9,"post_workout, lunch, dinner, snack",100-150g,13.436000000000002,9.12,0.08,Seafood mixed dishes,lean_proteins,32.93,23.21,43.27,1.06,31.0,17
"Crackers, Whole Grain, Sandwich, Peanut Butter Filled",complex_carbs,465.0,14.12,54.59,21.18,9.4,9.41,635.0,4,8,5,9,4,4,"breakfast, lunch, dinner",80-120g,13.418,5.06,0.03,"Crackers, excludes saltines",quick_carbs,12.15,46.96,40.99,4.53,0.0,17
"Peanut Butter And Jelly Sandwich, With Regular Peanut Butter, Regular Jelly, On Wheat Bread",healthy_fats,360.0,12.48,43.2,16.81,4.5,14.93,363.0,4,9,5,9,3,4,"lunch, dinner",30-50g,13.416,4.72,0.03,Peanut butter and jelly sandwiches,healthy_fats,13.87,48.0,42.02,3.34,0.0,18
"Chicken Thigh, Fried, Coated, Skin / Coating Eaten, From Raw",healthy_fats,273.0,19.01,5.98,18.61,0.2,0.1,346.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.412,7.04,0.07,"Chicken, whole pieces",lean_proteins,27.85,8.76,61.35,4.17,106.0,17
"Bread, Boston Brown",complex_carbs,274.0,10.67,47.54,4.53,4.0,5.73,450.0,5,6,8,6,6,2,"breakfast, lunch, dinner",80-120g,13.405,5.35,0.04,"Biscuits, muffins, quick breads",quick_carbs,15.58,69.4,14.88,0.7,0.0,19
"Bread, Wheat Or Cracked Wheat",complex_carbs,274.0,10.67,47.54,4.53,4.0,5.73,450.0,5,6,8,6,6,2,"breakfast, lunch, dinner",80-120g,13.405,5.35,0.04,Yeast breads,quick_carbs,15.58,69.4,14.88,0.7,0.0,19
"Bread, Barley",complex_carbs,274.0,10.67,47.54,4.53,4.0,5.73,450.0,5,6,8,6,6,2,"breakfast, lunch, dinner",80-120g,13.405,5.35,0.04,Yeast breads,quick_carbs,15.58,69.4,14.88,0.7,0.0,19
"Burrito, Beef, With Beans And Rice, Cheese",dairy_proteins,225.0,10.78,26.05,8.29,2.0,1.61,465.0,5,7,9,6,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.404,5.68,0.05,Burritos and tacos,other,19.16,46.31,33.16,3.4,22.0,21
"Shrimp, Canned",lean_proteins,100.0,20.42,0.0,1.36,0.0,0.0,870.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.2,Shellfish,lean_proteins,81.68,0.0,12.24,0.19,252.0,14
"Cheese, American, Nonfat Or Fat-Free",lean_proteins,126.0,21.05,10.53,0.0,0.0,5.26,1316.0,6,2,6,0,7,9,"pre_workout, post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.17,Cheese,dairy_proteins,66.83,33.43,0.0,0.0,26.0,14
"Crayfish, Cooked",lean_proteins,97.0,20.22,0.0,1.2,0.0,0.0,73.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.21,Shellfish,lean_proteins,83.38,0.0,11.13,0.2,144.0,14
"Fish, Tuna, Canned",lean_proteins,85.0,19.0,0.08,0.94,0.0,0.0,219.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Fish,lean_proteins,89.41,0.38,9.95,0.22,36.0,14
"Turkey, Wing, Cooked, Skin Not Eaten",lean_proteins,139.0,28.81,0.0,2.06,0.0,0.0,467.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.21,"Turkey, duck, other poultry",lean_proteins,82.91,0.0,13.34,0.59,76.0,14
"Turkey,",lean_proteins,139.0,28.81,0.0,2.06,0.0,0.0,467.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.21,"Turkey, duck, other poultry",lean_proteins,82.91,0.0,13.34,0.59,76.0,14
"Cheese, Mozzarella, Nonfat Or Fat-Free",lean_proteins,141.0,31.7,3.5,0.0,1.8,1.48,743.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Cheese,dairy_proteins,89.93,9.93,0.0,0.0,18.0,14
"Cheese, Swiss, Nonfat Or Fat-Free",lean_proteins,127.0,28.4,3.4,0.0,0.0,1.33,1000.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Cheese,dairy_proteins,89.45,10.71,0.0,0.0,18.0,14
"Fish, Raw",lean_proteins,94.0,17.22,0.0,2.34,0.0,0.0,83.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.18,Fish,lean_proteins,73.28,0.0,22.4,0.56,55.0,14
"Fish, Haddock, Steamed",lean_proteins,87.0,20.59,0.0,0.57,0.0,0.0,184.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.24,Fish,lean_proteins,94.67,0.0,5.9,0.12,68.0,14
"Fish, Tuna,",lean_proteins,85.0,19.0,0.08,0.94,0.0,0.0,219.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Fish,lean_proteins,89.41,0.38,9.95,0.22,36.0,14
"Fish, Flounder, Steamed",lean_proteins,88.0,15.68,0.0,2.44,0.0,0.0,200.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.18,Fish,lean_proteins,71.27,0.0,24.95,0.56,57.0,14
Shrimp Teriyaki,lean_proteins,120.0,21.62,3.34,1.56,0.0,1.76,581.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.18,Stir-fry and soy-based sauce mixtures,other,72.07,11.13,11.7,0.48,193.0,14
"Fish, Cooked, As Ingredient",lean_proteins,82.0,19.37,0.0,0.56,0.0,0.0,115.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.24,Not included in a food category,other,94.49,0.0,6.15,0.13,66.0,14
"Fish, Cod, Steamed",lean_proteins,87.0,19.29,0.0,0.52,0.0,0.0,235.0,7,3,4,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Fish,lean_proteins,88.69,0.0,5.38,0.11,59.0,14
"Turkey, Drumstick, Cooked, Skin Not Eaten",lean_proteins,144.0,28.52,0.0,3.38,0.0,0.0,455.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.2,"Turkey, duck, other poultry",lean_proteins,79.22,0.0,21.12,1.0,88.0,14
"Turkey, Drumstick, Roasted, Skin Not Eaten",lean_proteins,144.0,28.52,0.0,3.38,0.0,0.0,455.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.2,"Turkey, duck, other poultry",lean_proteins,79.22,0.0,21.12,1.0,88.0,14
"Fish, Salmon, Smoked",lean_proteins,117.0,18.28,0.0,4.32,0.0,0.0,672.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.16,Fish,lean_proteins,62.5,0.0,33.23,0.93,23.0,14
"Beef, Prepackaged Or Deli, Luncheon Meat, Reduced Sodium",lean_proteins,115.0,18.62,0.64,3.69,0.0,0.29,640.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.16,Cold cuts and cured meats,other,64.77,2.23,28.88,1.32,51.0,14
"Turkey, Light Meat, Skin Not Eaten",lean_proteins,139.0,28.81,0.0,2.06,0.0,0.0,467.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.21,"Turkey, duck, other poultry",lean_proteins,82.91,0.0,13.34,0.59,76.0,14
"Turkey, Light Meat, Roasted, Skin Not Eaten",lean_proteins,139.0,28.81,0.0,2.06,0.0,0.0,467.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.21,"Turkey, duck, other poultry",lean_proteins,82.91,0.0,13.34,0.59,76.0,14
"Fish, Smoked",lean_proteins,116.0,25.23,0.0,0.96,0.0,0.0,763.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.22,Fish,lean_proteins,87.0,0.0,7.45,0.17,77.0,14
"Beef, Prepackaged Or Deli, Luncheon Meat",lean_proteins,115.0,18.62,0.64,3.69,0.0,0.29,853.0,6,2,6,0,7,9,"post_workout, lunch, dinner, snack",100-150g,13.400000000000002,10.0,0.16,Cold cuts and cured meats,other,64.77,2.23,28.88,1.32,51.0,14
Cheese Fondue,healthy_fats,276.0,19.32,1.95,21.2,0.0,0.53,303.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.4,7.0,0.07,"Dips, gravies, other sauces",other,28.0,2.83,69.13,12.42,68.0,17
Beef Salad,healthy_fats,261.0,17.85,2.9,19.32,0.4,2.1,338.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.397,6.99,0.07,Meat mixed dishes,other,27.36,4.44,66.62,3.85,61.0,17
Sweet Potato Tots,complex_carbs,191.0,2.26,37.3,9.35,6.0,13.52,315.0,5,6,8,7,6,2,"breakfast, pre_workout",80-120g,13.396,4.32,0.01,Fried vegetables,vegetables,4.73,78.12,44.06,1.21,0.0,19
"Potato, French Fries, With Chili",complex_carbs,241.0,5.2,30.79,10.78,3.6,0.69,261.0,5,6,10,7,6,0,breakfast,80-120g,13.395,3.65,0.02,French fries and other fried white potatoes,energy_dense,8.63,51.1,40.26,1.96,6.0,21
"Potato, French Fries, With Chili, Fast Food / Restaurant",complex_carbs,241.0,5.2,30.79,10.78,3.6,0.69,261.0,5,6,10,7,6,0,breakfast,80-120g,13.395,3.65,0.02,French fries and other fried white potatoes,energy_dense,8.63,51.1,40.26,1.96,6.0,21
"Peanut Butter, Reduced-Fat",energy_dense,520.0,25.9,35.65,34.0,5.2,9.28,540.0,4,8,5,9,3,4,"post_workout, lunch, dinner",100g,13.394000000000002,5.98,0.05,Nuts and seeds,healthy_fats,19.92,27.42,58.85,5.76,0.0,17
"Almond Butter Sandwich, On White Bread",healthy_fats,397.0,13.34,39.43,20.68,4.9,5.01,374.0,4,9,5,9,3,4,"lunch, dinner",30-50g,13.377,4.59,0.03,Peanut butter and jelly sandwiches,healthy_fats,13.44,39.73,46.88,2.0,0.0,18
"Bread, French Or Vienna, Whole Wheat",complex_carbs,239.0,8.33,49.1,1.04,4.2,0.0,375.0,5,6,8,6,6,2,"breakfast, lunch, dinner",80-120g,13.372,5.24,0.03,Yeast breads,quick_carbs,13.94,82.18,3.92,0.0,0.0,19
"Egg Omelet Or Scrambled Egg, With Meat, No Added Fat",healthy_fats,157.0,13.46,1.04,10.96,0.0,0.29,356.0,4,7,7,5,5,2,"lunch, dinner, snack",30-50g,13.371,8.57,0.09,Eggs and omelets,other,34.29,2.65,62.83,3.53,367.0,18
"Burrito, Pork, With Beans And Rice, Cheese",dairy_proteins,226.0,10.51,26.05,8.52,2.0,1.61,463.0,5,7,9,6,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.362000000000002,5.54,0.05,Burritos and tacos,other,18.6,46.11,33.93,3.43,24.0,21
"Egg White, Omelet, Scrambled, Or Fried, With Cheese",lean_proteins,132.0,11.27,2.56,8.51,0.0,0.93,371.0,6,5,7,1,4,7,"post_workout, lunch, dinner, snack",100-150g,13.362,8.54,0.09,Eggs and omelets,other,34.15,7.76,58.02,3.32,15.0,18
"Turkey Or Chicken Burger, On White Bun",quick_carbs,234.0,20.03,20.68,7.69,0.7,3.0,356.0,5,8,7,2,5,2,"breakfast, pre_workout, post_workout, lunch, dinner",100g,13.358,8.86,0.09,Burgers,other,34.24,35.35,29.58,1.91,54.0,20
"Egg White, Omelet, Scrambled, Or Fried, With Meat",lean_proteins,119.0,11.32,2.14,7.21,0.0,0.7,383.0,6,5,7,0,4,7,"post_workout, lunch, dinner, snack",100-150g,13.353000000000002,9.51,0.1,Eggs and omelets,other,38.05,7.19,54.53,2.03,14.0,18
"Beef, Steak, Ribeye, Lean And Fat Eaten",healthy_fats,289.0,23.5,0.0,21.64,0.0,0.0,361.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.339,8.13,0.08,"Beef, excludes ground",other,32.53,0.0,67.39,9.61,79.0,16
Topping From Cheese Pizza,dairy_proteins,230.0,16.86,7.62,14.67,1.0,4.38,713.0,4,6,7,4,8,2,"breakfast, post_workout, lunch, dinner",150-200ml,13.331,7.77,0.07,Pizza,energy_dense,29.32,13.25,57.4,8.02,45.0,17
"Popcorn, Air-Popped, No Butter Added",energy_dense,385.0,12.89,77.47,4.52,14.4,0.87,162.0,6,7,6,8,0,4,"lunch, dinner",100g,13.327,7.09,0.03,Popcorn,other,13.39,80.49,10.57,0.63,0.0,19
"Chicken Fillet Sandwich, Fried, On Wheat Bun, With Cheese",dairy_proteins,275.0,14.01,23.58,13.84,2.7,2.4,550.0,2,8,9,6,5,2,"breakfast, post_workout, lunch, dinner",150-200ml,13.324,6.08,0.05,Chicken fillet sandwiches,lean_proteins,20.38,34.3,45.29,4.2,30.0,19
"Beans And Tomatoes, No Added Fat",complex_carbs,101.0,6.37,18.76,0.51,6.4,1.39,370.0,6,2,8,4,4,5,"breakfast, pre_workout, snack",80-120g,13.3,10.0,0.06,"Beans, peas, legumes",complex_carbs,25.23,74.3,4.54,0.1,0.0,16
Tuna With Cream Or White Sauce,lean_proteins,102.0,14.42,2.81,3.71,0.0,1.39,327.0,6,3,7,0,4,9,"post_workout, lunch, dinner, snack",100-150g,13.3,10.0,0.14,Seafood mixed dishes,lean_proteins,56.55,11.02,32.74,1.56,32.0,16
"Egg White Omelet, Scrambled, Or Fried, Made With Oil",lean_proteins,107.0,9.97,2.2,6.52,0.0,0.66,263.0,5,5,8,0,4,7,"post_workout, lunch, dinner, snack",100-150g,13.296,9.32,0.09,Eggs and omelets,other,37.27,8.22,54.84,0.87,0.0,18
"Burrito, Chicken, With Beans And Rice, Cheese",dairy_proteins,209.0,11.1,26.05,6.45,2.0,1.61,466.0,5,7,9,5,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.281,6.27,0.05,Burritos and tacos,other,21.24,49.86,27.78,2.54,29.0,21
"Egg Omelet Or Scrambled Egg, With Meat, Made With Cooking Spray",healthy_fats,162.0,13.35,1.21,11.54,0.0,0.29,353.0,4,7,7,5,5,2,"lunch, dinner, snack",30-50g,13.272,8.24,0.08,Eggs and omelets,other,32.96,2.99,64.11,3.54,363.0,18
"Burrito, Meat, With Beans, No Cheese",dairy_proteins,211.0,10.56,24.99,7.45,2.6,1.73,474.0,5,7,9,5,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.272,6.24,0.05,Burritos and tacos,other,20.02,47.37,31.78,2.77,19.0,21
"Pizza, Cheese, With Vegetables, From Restaurant Or Fast Food, Medium Crust",dairy_proteins,242.0,10.31,30.71,8.69,2.2,3.62,484.0,5,7,9,6,5,0,"breakfast, post_workout, lunch, dinner",150-200ml,13.251,5.17,0.04,Pizza,energy_dense,17.04,50.76,32.32,4.0,15.0,21
"Egg, Whole, Pickled",healthy_fats,154.0,12.49,1.11,10.54,0.0,1.11,392.0,4,7,7,5,5,2,"lunch, dinner, snack",30-50g,13.233,8.11,0.08,Eggs and omelets,other,32.44,2.88,61.6,3.24,370.0,18
Fish Timbale Or Mousse,lean_proteins,149.0,10.08,1.96,10.95,0.0,0.92,247.0,6,5,8,1,4,7,"post_workout, lunch, dinner, snack",100-150g,13.231,6.77,0.07,Seafood mixed dishes,lean_proteins,27.06,5.26,66.14,5.48,108.0,19
"Burrito, Beef, Cheese",dairy_proteins,267.0,13.28,28.33,10.68,2.0,2.16,454.0,2,8,9,6,5,2,"breakfast, post_workout, lunch, dinner",150-200ml,13.216,5.72,0.05,Burritos and tacos,other,19.9,42.44,36.0,4.31,30.0,19
"Peanut Butter Sandwich, With Regular Peanut Butter, On Wheat Bread",energy_dense,380.0,15.16,37.38,20.46,5.3,7.04,435.0,4,8,5,9,3,4,"post_workout, lunch, dinner",100g,13.214000000000002,5.38,0.04,Peanut butter and jelly sandwiches,healthy_fats,15.96,39.35,48.46,4.06,0.0,17
"Egg Omelet Or Scrambled Egg, With Meat, Tomatoes, And Dark-Green Vegetables, No Added Fat",vegetables,141.0,12.07,1.52,9.68,0.2,0.54,319.0,6,5,8,1,0,9,"lunch, dinner, snack",150-200g,13.21,8.7,0.09,Eggs and omelets,other,34.24,4.31,61.79,3.11,322.0,19
"Egg Omelet Or Scrambled Egg, With Cheese, Meat, Tomatoes, And Dark-Green Vegetables, No Added Fat",healthy_fats,160.0,12.64,1.89,11.38,0.2,0.76,364.0,4,7,7,5,5,2,"lunch, dinner, snack",30-50g,13.206,8.02,0.08,Eggs and omelets,other,31.6,4.72,64.01,4.42,306.0,18
