Food_Item,Enhanced_Category,Calories_kcal,Protein_g,Carbohydrates_g,Fat_g,Fiber_g,Sugars_g,Sodium_mg,Weight_Loss_Score,Weight_Gain_Score,Maintenance_Score,Ectomorph_Score,Mesomorph_Score,Endomorph_Score,Meal_Timing,Portion_Recommendation,Overall_Quality,Nutrient_Density_Score,Protein_Efficiency,Original_Category,Somatotype_Category,Protein_Calories_Pct,Carb_Calories_Pct,Fat_Calories_Pct,Saturated_Fat_g,Cholesterol_mg,Total_Score
"Pistachio Nuts, Unsalted",healthy_fats,582.0,20.42,27.43,47.44,10.0,7.51,6.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.269000000000002,5.23,0.04,Nuts and seeds,healthy_fats,14.03,18.85,73.36,5.88,0.0,20
"Sunflower Seeds,",healthy_fats,582.0,19.33,24.07,49.8,11.1,2.73,3.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.269000000000002,5.23,0.03,Nuts and seeds,healthy_fats,13.29,16.54,77.01,5.22,0.0,20
"Pistachio Nuts, Lightly Salted",healthy_fats,579.0,20.32,27.3,47.21,9.9,7.47,198.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.265999999999998,5.22,0.04,Nuts and seeds,healthy_fats,14.04,18.86,73.38,5.85,0.0,20
"Almonds, Unroasted",healthy_fats,626.0,21.45,20.03,51.09,10.8,4.35,0.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.245000000000001,5.15,0.03,Nuts and seeds,healthy_fats,13.71,12.8,73.45,3.78,0.0,20
"Almonds, Unsalted",healthy_fats,607.0,20.33,20.38,53.96,10.6,4.71,3.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.23,5.1,0.03,Nuts and seeds,healthy_fats,13.4,13.43,80.01,4.37,0.0,20
"Almonds, Lightly Salted",healthy_fats,604.0,20.23,20.28,53.7,10.5,4.69,195.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.227,5.09,0.03,Nuts and seeds,healthy_fats,13.4,13.43,80.02,4.35,0.0,20
Chicken Feet,healthy_fats,215.0,19.4,0.2,14.6,0.0,0.0,67.0,5,7,8,5,8,2,"post_workout, lunch, dinner",30-50g,15.206,9.02,0.09,"Chicken, whole pieces",lean_proteins,36.09,0.37,61.12,3.92,84.0,20
Kung Pao Beef,healthy_fats,216.0,17.93,4.55,14.44,1.0,1.43,175.0,5,7,8,5,8,2,"post_workout, lunch, dinner",30-50g,15.128,8.76,0.08,Stir-fry and soy-based sauce mixtures,other,33.2,8.43,60.17,3.15,46.0,20
"Almond Butter, Lower Sodium",healthy_fats,645.0,20.79,21.24,53.04,9.7,4.43,1.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.119,4.73,0.03,Nuts and seeds,healthy_fats,12.89,13.17,74.01,4.25,0.0,20
Almond Butter,healthy_fats,641.0,20.67,21.11,52.72,9.6,4.4,232.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.116,4.72,0.03,Nuts and seeds,healthy_fats,12.9,13.17,74.02,4.22,0.0,20
Trail Mix With Nuts,healthy_fats,604.0,20.06,21.07,52.98,7.9,4.1,252.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.088999999999999,4.63,0.03,Nuts and seeds,healthy_fats,13.28,13.95,78.94,7.28,0.0,20
"Hamburger, On Wheat Bun, 1 Medium Patty",healthy_fats,281.0,18.18,18.74,14.4,2.2,2.15,333.0,2,9,10,5,8,2,"breakfast, post_workout, lunch, dinner",30-50g,15.075,7.25,0.06,Burgers,other,25.88,26.68,46.12,5.44,49.0,21
"Peanut Butter, Lower Sodium",healthy_fats,598.0,22.21,22.31,51.36,5.0,10.49,17.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.065000000000001,4.55,0.04,Nuts and seeds,healthy_fats,14.86,14.92,77.3,10.32,0.0,20
"Taco, Meat, No Cheese",healthy_fats,243.0,15.15,15.94,13.18,2.2,0.31,359.0,4,8,9,5,8,2,"breakfast, post_workout, lunch, dinner",30-50g,15.042,7.14,0.06,Burritos and tacos,other,24.94,26.24,48.81,3.87,44.0,21
"Taco,",healthy_fats,246.0,15.31,15.62,13.56,2.2,0.33,367.0,4,8,9,5,8,2,"breakfast, post_workout, lunch, dinner",30-50g,15.036000000000001,7.12,0.06,Burritos and tacos,other,24.89,25.4,49.61,4.18,45.0,21
"Mixed Nuts, With Peanuts, Unsalted",healthy_fats,615.0,19.75,21.07,54.25,7.5,4.57,6.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.029,4.43,0.03,Nuts and seeds,healthy_fats,12.85,13.7,79.39,7.65,0.0,20
"Mixed Nuts, With Peanuts, Lightly Salted",healthy_fats,612.0,19.67,20.99,54.04,7.4,4.55,160.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,15.026,4.42,0.03,Nuts and seeds,healthy_fats,12.86,13.72,79.47,7.62,0.0,20
Mexican Pizza,healthy_fats,249.0,15.47,15.3,13.94,2.1,0.34,375.0,4,8,9,5,8,2,"breakfast, post_workout, lunch, dinner",30-50g,15.018,7.06,0.06,Other Mexican mixed dishes,other,24.85,24.58,50.39,4.49,46.0,21
"Taco, Corn Tortilla, Beef, Cheese",healthy_fats,249.0,15.47,15.3,13.94,2.1,0.34,375.0,4,8,9,5,8,2,"breakfast, post_workout, lunch, dinner",30-50g,15.018,7.06,0.06,Burritos and tacos,other,24.85,24.58,50.39,4.49,46.0,21
"Peanuts, Roasted, Unsalted",healthy_fats,599.0,28.03,15.26,52.5,9.4,4.18,6.0,5,9,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.975,6.25,0.05,Nuts and seeds,healthy_fats,18.72,10.19,78.88,8.69,0.0,20
Kung Pao Pork,healthy_fats,219.0,16.89,4.55,14.76,1.0,1.43,183.0,5,7,8,5,8,2,"post_workout, lunch, dinner",30-50g,14.951,8.17,0.08,Stir-fry and soy-based sauce mixtures,other,30.85,8.31,60.66,3.2,41.0,20
Shrimp Scampi,healthy_fats,192.0,15.41,2.27,12.98,0.2,0.1,168.0,5,7,8,5,8,2,"post_workout, lunch, dinner, snack",30-50g,14.939,8.13,0.08,Shellfish,lean_proteins,32.1,4.73,60.84,4.26,154.0,20
"Peanuts, Unroasted",healthy_fats,567.0,25.8,16.13,49.24,8.5,4.72,18.0,5,9,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.915,6.05,0.05,Nuts and seeds,healthy_fats,18.2,11.38,78.16,6.28,0.0,20
"Mixed Nuts, Unroasted",healthy_fats,616.0,16.97,22.88,54.56,7.2,4.66,7.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.876000000000001,3.92,0.03,Nuts and seeds,healthy_fats,11.02,14.86,79.71,7.04,0.0,20
"Mixed Nuts, Without Peanuts, Unsalted",healthy_fats,625.0,16.45,22.18,55.95,7.0,4.52,6.0,5,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.825,3.75,0.03,Nuts and seeds,healthy_fats,10.53,14.2,80.57,7.23,0.0,20
Mock Chicken Legs,healthy_fats,242.0,21.54,8.04,13.59,0.3,0.13,313.0,4,7,8,5,8,2,"post_workout, lunch, dinner",30-50g,14.806000000000001,9.02,0.09,"Beef, excludes ground",other,35.6,13.29,50.54,2.81,57.0,19
"Peanuts, Honey Roasted",healthy_fats,574.0,20.7,30.02,45.25,7.1,16.14,349.0,4,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.751999999999999,4.84,0.04,Nuts and seeds,healthy_fats,14.43,20.92,70.95,6.97,0.0,19
Beef With Soy-Based Sauce,healthy_fats,187.0,15.86,3.35,12.38,0.5,1.05,333.0,4,7,8,5,8,2,"post_workout, lunch, dinner, snack",30-50g,14.725000000000001,8.75,0.08,Stir-fry and soy-based sauce mixtures,other,33.93,7.17,59.58,2.74,43.0,19
Almond Chicken,healthy_fats,195.0,15.66,4.46,13.16,1.2,1.42,330.0,4,7,8,5,8,2,"post_workout, lunch, dinner, snack",30-50g,14.695,8.65,0.08,Stir-fry and soy-based sauce mixtures,other,32.12,9.15,60.74,1.92,57.0,19
"Chicken Thigh, Baked Or Broiled, Skin Eaten, From Pre-Cooked",healthy_fats,226.0,22.51,0.12,15.08,0.0,0.12,335.0,4,7,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.688,9.96,0.1,"Chicken, whole pieces",lean_proteins,39.84,0.21,60.05,3.93,127.0,18
"Chicken Thigh, Rotisserie, Skin Eaten",healthy_fats,226.0,22.51,0.12,15.08,0.0,0.12,335.0,4,7,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.688,9.96,0.1,"Chicken, whole pieces",lean_proteins,39.84,0.21,60.05,3.93,127.0,18
"Chicken Thigh, As To Cooking Method, Skin Eaten",healthy_fats,226.0,22.51,0.12,15.08,0.0,0.12,335.0,4,7,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.688,9.96,0.1,"Chicken, whole pieces",lean_proteins,39.84,0.21,60.05,3.93,127.0,18
"Cheese, Mozzarella, Reduced Sodium",healthy_fats,280.0,27.5,3.1,17.1,0.0,1.23,16.0,3,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.646,9.82,0.1,Cheese,dairy_proteins,39.29,4.43,54.96,10.87,54.0,18
"Mixed Nuts,",healthy_fats,610.0,19.59,20.9,53.82,7.4,4.53,313.0,4,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.626000000000001,4.42,0.03,Nuts and seeds,healthy_fats,12.85,13.7,79.41,7.59,0.0,19
"Nuts,",healthy_fats,610.0,19.59,20.9,53.82,7.4,4.53,313.0,4,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.626000000000001,4.42,0.03,Nuts and seeds,healthy_fats,12.85,13.7,79.41,7.59,0.0,19
"Mixed Nuts, With Peanuts, Salted",healthy_fats,610.0,19.59,20.9,53.82,7.4,4.53,313.0,4,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.626000000000001,4.42,0.03,Nuts and seeds,healthy_fats,12.85,13.7,79.41,7.59,0.0,19
"Pumpkin Seeds,",healthy_fats,574.0,29.84,14.71,49.05,6.5,1.29,18.0,5,8,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.599,6.33,0.05,Nuts and seeds,healthy_fats,20.79,10.25,76.91,8.54,0.0,19
"Pumpkin Seeds, Unsalted",healthy_fats,574.0,29.84,14.71,49.05,6.5,1.29,18.0,5,8,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.599,6.33,0.05,Nuts and seeds,healthy_fats,20.79,10.25,76.91,8.54,0.0,19
"Peanuts, Roasted, Salted",healthy_fats,599.0,28.03,15.26,52.5,9.4,4.18,320.0,4,9,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.575000000000001,6.25,0.05,Nuts and seeds,healthy_fats,18.72,10.19,78.88,8.65,0.0,19
"Peanut Butter, Lower Sodium And Lower Sugar",healthy_fats,624.0,23.5,18.27,53.12,6.4,8.42,154.0,5,9,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.536999999999999,4.79,0.04,Nuts and seeds,healthy_fats,15.06,11.71,76.62,10.27,0.0,20
"Pistachio Nuts, Salted",healthy_fats,576.0,20.22,27.16,46.98,9.9,7.43,389.0,4,9,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.469000000000001,5.23,0.04,Nuts and seeds,healthy_fats,14.04,18.86,73.41,5.82,0.0,18
"Almonds, Salted",healthy_fats,601.0,20.13,20.18,53.43,10.5,4.67,386.0,4,9,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.43,5.1,0.03,Nuts and seeds,healthy_fats,13.4,13.43,80.01,4.33,0.0,18
"Mixed Nuts, Without Peanuts, Salted",healthy_fats,620.0,16.32,22.0,55.5,6.9,4.48,320.0,4,9,6,9,6,4,"post_workout, lunch, dinner",30-50g,14.425,3.75,0.03,Nuts and seeds,healthy_fats,10.53,14.19,80.56,7.17,0.0,19
"Cereal, Oat Bran, Ready-To-Eat",healthy_fats,403.0,10.4,68.34,10.15,12.9,15.59,235.0,5,9,7,9,3,2,"lunch, dinner",30-50g,14.334,5.78,0.03,Not included in a food category,other,10.32,67.83,22.67,2.49,0.0,21
"Beef, Ground, Raw",healthy_fats,213.0,18.44,0.0,14.88,0.0,0.0,373.0,4,7,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.298,8.66,0.09,Ground beef,other,34.63,0.0,62.87,5.67,67.0,18
"Chicken Thigh, Stewed, Skin Eaten",healthy_fats,227.0,22.39,0.0,15.31,0.0,0.0,383.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,14.258000000000001,9.86,0.1,"Chicken, whole pieces",lean_proteins,39.45,0.0,60.7,4.22,138.0,17
Sesame Seeds,healthy_fats,631.0,20.45,11.73,61.21,11.6,0.48,47.0,5,8,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.224,5.08,0.03,Nuts and seeds,healthy_fats,12.96,7.44,87.3,9.06,0.0,19
"Peanut Butter, Lower Sugar",healthy_fats,650.0,24.8,14.23,54.89,7.8,6.35,292.0,5,8,6,7,6,4,"post_workout, lunch, dinner",30-50g,14.206,5.02,0.04,Nuts and seeds,healthy_fats,15.26,8.76,76.0,10.22,0.0,19
Kung Pao Shrimp,healthy_fats,173.0,13.94,5.32,10.74,1.0,1.43,210.0,5,7,8,5,5,2,"lunch, dinner, snack",30-50g,14.192,8.64,0.08,Stir-fry and soy-based sauce mixtures,other,32.23,12.3,55.87,1.69,107.0,20
Nutrition Bar (Tiger'S Milk),healthy_fats,387.0,16.8,56.46,14.29,2.3,36.4,168.0,3,9,7,9,6,2,"post_workout, lunch, dinner",30-50g,14.182,4.94,0.04,Nutrition bars,other,17.36,58.36,33.23,2.07,2.0,19
"Peanuts,",healthy_fats,587.0,24.35,21.26,49.66,8.4,4.9,410.0,4,8,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.174,5.58,0.04,Nuts and seeds,healthy_fats,16.59,14.49,76.14,7.72,0.0,17
"Peanuts, Dry Roasted, Salted",healthy_fats,587.0,24.35,21.26,49.66,8.4,4.9,410.0,4,8,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.174,5.58,0.04,Nuts and seeds,healthy_fats,16.59,14.49,76.14,7.72,0.0,17
"Pork, Steak, Lean And Fat Eaten",healthy_fats,264.0,25.15,0.01,17.36,0.0,0.0,316.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,14.159,9.53,0.1,Pork,other,38.11,0.02,59.18,6.46,97.0,17
"Sunflower Seeds, Plain, Salted",healthy_fats,575.0,19.1,23.78,49.21,11.0,2.7,462.0,4,8,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.069000000000003,5.23,0.03,Nuts and seeds,healthy_fats,13.29,16.54,77.02,5.16,0.0,17
"Quail Egg, Canned",healthy_fats,158.0,13.01,0.41,11.06,0.0,0.4,256.0,5,7,8,5,5,2,"lunch, dinner, snack",30-50g,14.068999999999999,8.23,0.08,Eggs and omelets,other,32.94,1.04,63.0,3.55,841.0,20
"Pork, Pig'S Feet",healthy_fats,236.0,21.77,0.0,15.92,0.0,0.0,380.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,14.066,9.22,0.09,Pork,other,36.9,0.0,60.71,4.31,106.0,17
"Cashews,",healthy_fats,574.0,15.31,32.69,46.35,3.0,5.01,16.0,5,9,6,9,6,2,"post_workout, lunch, dinner",30-50g,14.057,3.19,0.03,Nuts and seeds,healthy_fats,10.67,22.78,72.67,9.16,0.0,20
"Cashews, Unroasted",healthy_fats,574.0,15.31,32.69,46.35,3.0,5.01,16.0,5,9,6,9,6,2,"post_workout, lunch, dinner",30-50g,14.057,3.19,0.03,Nuts and seeds,healthy_fats,10.67,22.78,72.67,9.16,0.0,20
"Chicken Wing, Stewed",healthy_fats,247.0,22.6,0.0,16.69,0.0,0.0,374.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,14.045000000000002,9.15,0.09,"Chicken, whole pieces",lean_proteins,36.6,0.0,60.81,4.67,69.0,17
"Sunflower Seeds, Flavored",healthy_fats,567.0,18.45,25.92,47.56,10.6,5.55,612.0,4,8,5,9,6,4,"post_workout, lunch, dinner",30-50g,14.036000000000001,5.12,0.03,Nuts and seeds,healthy_fats,13.02,18.29,75.49,4.98,0.0,17
"Asian Chicken Or Turkey Garden Salad, Chicken And/Or Turkey, Lettuce, Fruit, Nuts, No Dressing",healthy_fats,130.0,11.44,9.5,5.46,1.9,2.99,176.0,7,5,8,4,3,3,"lunch, dinner, snack",30-50g,14.0,10.0,0.09,Poultry mixed dishes,other,35.2,29.23,37.8,0.95,27.0,20
"Asian Chicken Or Turkey Garden Salad With Crispy Noodles, Chicken And/Or Turkey, Lettuce, Fruit, Nuts, Crispy Noodles, No Dressing",healthy_fats,116.0,10.24,8.11,5.26,1.8,3.0,167.0,7,5,8,4,3,3,"lunch, dinner, snack",30-50g,14.0,10.0,0.09,Poultry mixed dishes,other,35.31,27.97,40.81,0.8,24.0,20
Beef And Noodles With Soy-Based Sauce,healthy_fats,173.0,13.19,7.54,10.05,0.6,0.86,273.0,5,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.991,7.97,0.08,Stir-fry and soy-based sauce mixtures,other,30.5,17.43,52.28,2.22,35.0,20
"Mixed Nuts, Honey Roasted",healthy_fats,586.0,15.35,33.11,46.72,5.8,20.34,388.0,4,9,5,9,6,4,"post_workout, lunch, dinner",30-50g,13.983,3.61,0.03,Nuts and seeds,healthy_fats,10.48,22.6,71.75,6.55,0.0,18
Cereal Or Granola Bar (Kind Fruit And Nut Bar),healthy_fats,502.0,13.89,43.74,32.28,5.8,22.56,45.0,5,9,6,9,3,4,"lunch, dinner",30-50g,13.975999999999999,3.92,0.03,Cereal bars,quick_carbs,11.07,34.85,57.87,3.83,0.0,20
"Cereal Or Granola Bar, Fruit And Nut",healthy_fats,502.0,13.89,43.74,32.28,5.8,22.56,45.0,5,9,6,9,3,4,"lunch, dinner",30-50g,13.975999999999999,3.92,0.03,Cereal bars,quick_carbs,11.07,34.85,57.87,3.83,0.0,20
Beef And Rice With Soy-Based Sauce,healthy_fats,178.0,13.58,7.96,10.26,0.5,0.88,275.0,5,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.972999999999999,7.91,0.08,Stir-fry and soy-based sauce mixtures,other,30.52,17.89,51.88,2.27,36.0,20
"Lamb Shish Kabob With Vegetables, Excluding Potatoes",healthy_fats,162.0,12.02,5.06,10.28,0.8,2.37,222.0,5,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.972999999999999,7.91,0.07,Meat mixed dishes,other,29.68,12.49,57.11,4.1,44.0,20
"Egg, Whole, Fried With Cooking Spray",healthy_fats,149.0,12.24,1.15,10.61,0.0,0.2,243.0,6,5,8,5,3,5,"lunch, dinner, snack",30-50g,13.963000000000001,8.21,0.08,Eggs and omelets,other,32.86,3.09,64.09,3.21,406.0,19
"Egg Omelet Or Scrambled Egg, Made With Cooking Spray",healthy_fats,149.0,12.24,1.15,10.61,0.0,0.2,243.0,6,5,8,5,3,5,"lunch, dinner, snack",30-50g,13.963000000000001,8.21,0.08,Eggs and omelets,other,32.86,3.09,64.09,3.21,406.0,19
Tahini,healthy_fats,697.0,19.71,14.18,62.4,8.4,0.49,64.0,5,8,6,7,6,4,"post_workout, lunch, dinner",30-50g,13.909,4.03,0.03,Nuts and seeds,healthy_fats,11.31,8.14,80.57,8.97,0.0,19
Bagel Chips,healthy_fats,451.0,12.34,66.36,15.14,4.1,6.02,233.0,5,9,6,9,3,4,"lunch, dinner",30-50g,13.895,3.65,0.03,"Crackers, excludes saltines",quick_carbs,10.94,58.86,30.21,6.84,0.0,20
"Peanuts, Chocolate Covered Candy",healthy_fats,556.0,14.33,44.14,37.66,5.4,32.86,50.0,5,9,6,9,3,4,"lunch, dinner",30-50g,13.864999999999998,3.55,0.03,Candy containing chocolate,energy_dense,10.31,31.76,60.96,14.2,14.0,20
Wasabi Peas,healthy_fats,432.0,14.11,62.2,14.11,3.8,14.11,300.0,5,9,7,9,3,2,"lunch, dinner",30-50g,13.844999999999999,4.15,0.03,"Beans, peas, legumes",complex_carbs,13.06,57.59,29.4,5.29,0.0,21
"Almond Butter And Jelly Sandwich, On Wheat Bread",healthy_fats,372.0,12.04,42.86,17.2,5.8,13.19,307.0,4,9,6,9,3,4,"lunch, dinner",30-50g,13.84,4.8,0.03,Peanut butter and jelly sandwiches,healthy_fats,12.95,46.09,41.61,1.59,0.0,19
"Almonds, Chocolate Covered Candy",healthy_fats,560.0,12.97,44.04,38.81,6.4,32.84,49.0,5,9,6,9,3,4,"lunch, dinner",30-50g,13.838000000000001,3.46,0.02,Candy containing chocolate,energy_dense,9.26,31.46,62.37,12.74,14.0,20
"Beef, Ground",healthy_fats,261.0,25.55,0.0,16.82,0.0,0.0,381.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.837,9.79,0.1,Ground beef,other,39.16,0.0,58.0,6.46,87.0,16
"Meat, Ground,",healthy_fats,262.0,25.62,0.0,17.04,0.0,0.0,382.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.834,9.78,0.1,Ground beef,other,39.11,0.0,58.53,6.5,88.0,16
"Popcorn, Air-Popped, With Added Butter",healthy_fats,430.0,11.02,65.75,15.29,12.2,0.79,227.0,5,9,6,9,3,2,"lunch, dinner",30-50g,13.82,5.4,0.03,Popcorn,other,10.25,61.16,32.0,5.48,21.0,20
"Beef, Steak, Ribeye, As To Fat Eaten",healthy_fats,260.0,24.99,0.0,17.73,0.0,0.0,362.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.783,9.61,0.1,"Beef, excludes ground",other,38.45,0.0,61.37,7.7,79.0,16
Steak Tartare,healthy_fats,216.0,17.45,0.34,15.6,0.2,0.08,370.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.751000000000001,8.17,0.08,Meat mixed dishes,other,32.31,0.63,65.0,5.8,165.0,17
"Beef, Ground, Patty",healthy_fats,272.0,25.45,0.0,18.18,0.0,0.0,383.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.708,9.36,0.09,Ground beef,other,37.43,0.0,60.15,6.95,87.0,16
"Chicken Drumstick, Fried, Coated, Skin / Coating Eaten, From Raw",healthy_fats,241.0,19.08,5.98,15.07,0.2,0.1,363.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.700000000000001,8.0,0.08,"Chicken, whole pieces",lean_proteins,31.67,9.93,56.28,3.1,104.0,17
"Chicken, Neck Or Ribs",healthy_fats,245.0,19.45,0.0,17.95,0.0,0.0,374.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.682,7.94,0.08,"Chicken, whole pieces",lean_proteins,31.76,0.0,65.94,4.96,69.0,17
Veal Scallopini,healthy_fats,241.0,18.71,1.47,17.47,0.4,0.57,372.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.679,7.93,0.08,Meat mixed dishes,other,31.05,2.44,65.24,4.8,67.0,17
Lamb Or Mutton With Gravy,healthy_fats,219.0,17.29,1.58,15.37,0.0,0.09,359.0,4,7,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.667000000000002,7.89,0.08,Meat mixed dishes,other,31.58,2.89,63.16,6.34,69.0,17
"Beef, Steak, T-Bone, Lean And Fat Eaten",healthy_fats,274.0,25.2,0.0,18.42,0.0,0.0,371.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.66,9.2,0.09,"Beef, excludes ground",other,36.79,0.0,60.5,7.42,82.0,16
"Almond Butter Sandwich, On Wheat Bread",healthy_fats,395.0,14.62,36.97,20.93,6.9,4.93,368.0,4,9,5,9,3,4,"lunch, dinner",30-50g,13.635000000000002,5.45,0.04,Peanut butter and jelly sandwiches,healthy_fats,14.81,37.44,47.69,1.94,0.0,18
Pork Or Ham With Soy-Based Sauce,healthy_fats,190.0,14.88,3.35,12.68,0.5,1.05,341.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.627,8.09,0.08,Stir-fry and soy-based sauce mixtures,other,31.33,7.05,60.06,2.78,39.0,19
Pork And Watercress With Soy-Based Sauce,healthy_fats,190.0,14.88,3.35,12.68,0.5,1.05,341.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.627,8.09,0.08,Stir-fry and soy-based sauce mixtures,other,31.33,7.05,60.06,2.78,39.0,19
"Taco, Corn Tortilla, Pork, Cheese",healthy_fats,251.0,14.82,15.3,14.5,2.1,0.34,369.0,2,9,9,5,5,2,"breakfast, lunch, dinner",30-50g,13.622,6.74,0.06,Burritos and tacos,other,23.62,24.38,51.99,4.58,51.0,20
"Egg Omelet Or Scrambled Egg, With Cheese And Vegetables Other Than Dark Green And/Or Tomatoes, No Added Fat",healthy_fats,155.0,12.24,1.98,10.96,0.2,0.79,305.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.609,8.03,0.08,Eggs and omelets,other,31.59,5.11,63.64,4.34,326.0,19
"Pork, Ground",healthy_fats,299.0,26.92,0.0,21.22,0.0,0.0,395.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.6,9.0,0.09,Pork,other,36.01,0.0,63.87,7.39,96.0,16
"Egg Omelet Or Scrambled Egg, With Cheese And Dark-Green Vegetables, No Added Fat",healthy_fats,155.0,12.2,1.84,10.98,0.2,0.61,315.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.6,8.0,0.08,Eggs and omelets,other,31.48,4.75,63.75,4.34,326.0,19
"Egg Omelet Or Scrambled Egg, With Cheese, Tomatoes, And Dark-Green Vegetables, No Added Fat",healthy_fats,153.0,12.02,1.92,10.88,0.2,0.75,308.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.597,7.99,0.08,Eggs and omelets,other,31.42,5.02,64.0,4.31,323.0,19
"Pork, Steak, Coated",healthy_fats,275.0,24.16,7.2,15.8,0.4,0.62,352.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.579,8.93,0.09,Pork,other,35.14,10.47,51.71,5.37,86.0,16
"Goose, Wild, Roasted",healthy_fats,304.0,25.06,0.0,21.83,0.0,0.0,232.0,3,8,4,7,8,2,"post_workout, lunch, dinner",30-50g,13.572,8.24,0.08,"Turkey, duck, other poultry",lean_proteins,32.97,0.0,64.63,6.84,91.0,15
"Double Hamburger, On Wheat Bun, 2 Large Patties",healthy_fats,287.0,20.56,9.36,18.06,1.1,1.07,311.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.565000000000001,7.55,0.07,Burgers,other,28.66,13.05,56.63,7.1,66.0,17
"Egg Omelet Or Scrambled Egg, With Cheese, No Added Fat",healthy_fats,171.0,13.41,1.49,12.34,0.0,0.54,344.0,4,7,8,5,5,2,"lunch, dinner, snack",30-50g,13.552,7.84,0.08,Eggs and omelets,other,31.37,3.49,64.95,4.9,368.0,19
"Double Hamburger, On Wheat Bun, 2 Medium Patties",healthy_fats,286.0,19.93,11.8,17.11,1.4,1.35,322.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.538,7.46,0.07,Burgers,other,27.87,16.5,53.84,6.67,62.0,17
"Double Hamburger, On Wheat Bun, 2 Small Patties",healthy_fats,285.0,19.65,12.93,16.66,1.5,1.48,328.0,2,8,7,5,8,2,"post_workout, lunch, dinner",30-50g,13.526,7.42,0.07,Burgers,other,27.58,18.15,52.61,6.47,60.0,17
"Lamb, Ground",healthy_fats,281.0,24.55,0.0,19.49,0.0,0.0,388.0,2,8,6,5,8,2,"post_workout, lunch, dinner",30-50g,13.522,8.74,0.09,"Lamb, goat, game",other,34.95,0.0,62.42,8.06,96.0,16
